,SMILES
9422,CN1CCCC(C1)=C(C1=CC=CS1)C1=CC=CS1
9423,[O-][N+](=O)C1=CC=C(O1)C=CC=N\N1CC(=O)NC1=O
9424,CC(C)N(CCC(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C
9425,CCC1(CCCCN(C)C1)C1=CC(O)=CC=C1
9426,C(CN1CCCC1)N(CC1=CC=CC=C1)C1=CC=CC=C1
9427,NC(=O)N1C(=O)C(=C(/O)C2=CC=CS2)C2=C1C=CC(Cl)=C2
9428,COC1=CC=C2C(=O)C(C)=C(OC2=C1CN(C)C)C1=CC=CC=C1
9429,CCNCC.OC1=CC(=C(O)C=C1)S(O)(=O)=O
9430,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2OC1=CCCC1
9431,COC1=NC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1
9432,[Mg++].[O-][O-]
9433,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@@H](C[131I])C4=C(CC[C@H](O)C4)[C@H]3CC[C@]12C
9434,CN(C)CCCOC1(CC2=CC=CC=C2)CCCCCC1
9435,CN1CCC(CC1)N(CC1=CC=CC=C1)C1=CC=CC=C1
9436,COC1=CC=C(C=C1O)C1=CC(=O)C2=C(OCCO)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1
9437,C[C@H](O)C(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
9438,CCC(C(O)=O)C1(O)CCCCC1
9439,CNCC(O)C1=CC(OC)=C(O)C(OC)=C1
9440,CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O
9441,CN(C)CCCN1C2=C(CCCCCC2)C2=CC=CC=C12
9442,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)C1=CC=CC=C1
9443,NC(=O)C1=CC=[N+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@@H](C2=CC=CC=C2)S(O)(=O)=O)C3=O)C([O-])=O)C=C1
9444,CCCCCCCCOC1=CC=CC=C1C(=O)NC1=CC=C(C=C1)C(=O)OCC[N+](C)(CC)CC
9445,OC(=O)COC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12
9446,CC(C)(C)N1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1
9447,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)C1=CSC(N)=N1)C(O)=O
9448,CC[N+](C)(C)C(C)CC(C1=CC=CC=C1)C1=CC=CC=C1
9449,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)OC3=CC=CC=C3)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O
9450,C[N+]1(C)CCCC1COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
9451,CC(C)(C)NCC(O)COC1=CC(Cl)=CC=C1Cl
9452,[O--].[O--].[O--].[Al+3].[Al+3].CC(=O)OC1=CC=CC=C1C(O)=O
9453,COC1=CC(OC)=C(C(=O)CCCN2CCCC2)C(OC)=C1
9454,COC1=CC(N)=C(Cl)C=C1C(=O)NC1CCN(CC2=CC=CC=C2)CC1
9455,OCCN(CC1=CC=C(OC2=CC=C(C=C2)N(=O)=O)C=C1)C(=O)C(Cl)Cl
9456,CC1=C(Br)C=C(Br)C(O)=C1Br
9457,CC(C(O)=O)C1=CC2=C(OC3=C(C2)C=CC=N3)C=C1
9458,CCC(=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
9459,CCCCC(CC)C1NC(=O)N(SC(Cl)(Cl)Cl)C1=O
9460,CC(C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O
9461,[Ce+3].[Ce+3].[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O
9462,[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@@]1([H])C[C@@H](CNC(=O)OCC1=CC=CC=C1)CN2C
9463,CN1[C@H]2[C@@H](N(C)C1=O)N(C)C(=O)N2C
9464,COC1=CC(=CC(C(=O)NCC2CCCN2CC=C)=C1OC)S(N)(=O)=O
9465,CC(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1
9466,OCC(CO)(CO)CO
9467,CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)CC2=C(C)N(C(=O)C3=CC=C(Cl)C=C3)C3=C2C=C(OC)C=C3)CC1)NC(=O)C1=CC=CC=C1
9468,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(Cl)C2=CC(=O)CC[C@]12C
9469,OC1=CC(=C(O)C=C1)S(O)(=O)=O
9470,CC(C)NCC(O)COC1=CC=CC2=C1C=C(C)N2
9471,O=C(NC(CC1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CN=C1
9472,NS(=O)(=O)C1=CC2=C(NC(CC3CCCC3)NS2(=O)=O)C=C1Cl
9473,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
9474,COCC1=C(N=CC2=C1C1=C(N2)C=CC=C1OC1=CC=C(Cl)C=C1)C(=O)OC(C)C
9475,OC1=C2N=CC=CC2=C(Br)C=C1Br
9476,C[C@H]1O[C@H](C[C@H](OC=O)[C@@H]1OC=O)O[C@@H]1[C@@H](C)O[C@H](C[C@@H]1OC=O)O[C@@H]1[C@@H](C)O[C@H](C[C@@H]1OC=O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@H]([C@H](C[C@]32O)OC=O)C2=CC(=O)OC2)C1
9477,COC1=CC=CC=C1OC(=O)C1=CC=CC=C1OC(C)=O
9478,OC(=O)C1=C(I)C(NC(=O)CCOCCOCCOCCOCCC(=O)NC2=C(I)C(C(O)=O)=C(I)C=C2I)=C(I)C=C1I
9479,[H][C@]1(O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@@]3([H])O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)NC(=O)[C@@H](O)CN)OC[C@](C)(O)[C@H](NC)[C@H]1O
9480,CC(C)N1CC(O)C2=CC(=N\NC(N)=O)C(=O)C=C12
9481,C[N+]1(C)CCCCC1COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
9482,[H][C@@](O)(CBr)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CBr
9483,CCOC1=C(C=CC=C1)C(N)=O
9484,BrC1=CC=C2C(=O)C(C(=O)C2=C1)C1=CC=CC=C1
9485,CCN(CC)CC1=NC=CN1C1=C(C=C(C=C1)N(=O)=O)C(=O)C1=CC=CC=C1Cl
9486,NCC1=CC=C(C=C1)S(N)(=O)=O.NC(=S)NS(=O)(=O)C1=CC=C(N)C=C1
9487,NC(=N)C1=CC=C(OCCCOC2=CC=C(C=C2Br)C(N)=N)C(Br)=C1
9488,CN(C)C1=CC=C(O)C=C1
9489,CNCCCCOC1=CC=CC=C1CC1=CC=CC=C1
9490,OC(=O)C1=CC(=NC2=CC=CC=C12)C1=CC=CC=C1
9491,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC(=CC=C1)C(F)(F)F
9492,NC(=O)OC[C@@H]1[C@H](NC(=O)C(=N/OCC(O)=O)C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O
9493,CC1=CC=C(C=C1)C1(O)CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
9494,CCC[N@@+]12[C@H]3C[C@]45[C@H](O)[C@H]3[C@@H](C[C@H]1[C@@H]4N(C)C1=C5C=CC=C1)[C@H](CC)[C@H]2O
9495,COC1=CC=C(NS(=O)(=O)C2=CC=C(NC(C3=C(C)N(C)N(C3=O)C3=CC=CC=C3)S(O)(=O)=O)C=C2)N=N1
9496,CC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
9497,COC1=CC(=CC(OC)=C1OCCN1CCOCC1)C(=O)C1=CC=C(Cl)C=C1
9498,O[C@@H]([C@@H]1CCCCN1)C1=CC(O)=C(O)C=C1
9499,C[C@@H](CC1=CC=CC=C1)NCC1=CC=CC=C1Cl
9500,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H]
9501,COC(CN1CCN(CC(O)C(OC)C2=CC=CC=C2)CC1)C1=CC=CC=C1
9502,CCCCCCCCCCCC[N+](CCO)(CCO)CC1=CC=CC=C1
9503,CC1=CC=CC=C1C(O)(C1CN2CCC1CC2)C1=CC=CC=C1C
9504,CCCC(=O)C1=C(O)C=C(OC)C(CC2=C(O)C(C)(C)C(O)=C(C(=O)CCC)C2=O)=C1O
9505,OCCNCCO.OC(=O)CN1C=C(I)C(=O)C(I)=C1
9506,[Cl-].[Cl-].[Fe++]
9507,CCCCC[C@@H](O)[C@@H]1[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)[C@@H](O)[C@H](O)C(C)=CC=CC=CC=CC=C\[C@H](O)[C@@H](C)OC1=O
9508,CCC(C)(CC)OC(N)=O
9509,CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O
9510,CC(N)CCCC(C)(C)O
9511,CCN(CC)CCN1C2=CC(OC)=CC=C2C2=C1[C@H]1C[C@H]3[C@H](C[C@@H](OC(=O)C4=CC(OC)=C(OC)C(OC)=C4)[C@H](OC)[C@H]3C(=O)OC)CN1CC2
9512,[Al+3].[O-]C(=O)C1=CN=CC=C1.[O-]C(=O)C1=CN=CC=C1.[O-]C(=O)C1=CN=CC=C1
9513,C=CCC1(CC=C)C(=O)NC(=O)NC1=O
9514,CC(C)CNCCOC(=O)C1=CC=CC(N)=C1
9515,COC1=CC=C2C(=O)C3=CC=CC=C3OC2=C1CN1CCCCC1
9516,OC(=O)CCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
9517,CCN(CC)CC(C)OC(=O)[C@H]1CCCC[C@]1(O)C1CCCCC1
9518,[59Fe+3].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
9519,CC1=CC=CC=C1OCC(O)CO
9520,CCN(CC)CCOC1=CC=CC(OCCN(CC)CC)=C1OCCN(CC)CC
9521,NCCO[N+]([O-])=O
9522,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
9523,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)C[C@H](C)[C@]12C
9524,CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=CC=CC2=C1C=CC=C2
9525,[Ca++].CN(C)CC(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.CN(C)CC(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O
9526,CS(=O)(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCC(CC3)C(N)=O)C2=C1
9527,CCN(CC)CCN1C=NC2=C1C(=O)N(C)C(=O)N2C
9528,CS(=O)(=O)C1=CC=C(C=C1)C1=CN2C=CC=CC2=N1
9529,O.[Mg++].[Al+3].[Al+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-]
9530,OC(=O)C1=C(O)C(=NC2=CC=CC=C12)C1=CC=CC=C1
9531,NC(=N)NC(=N)N1CCOCC1
9532,CCOCC
9533,O[As](O)(=O)C1=CC=C(NCCNC2=CC=C(C=C2)[As](O)(O)=O)C=C1
9534,[H][C@@](OC(=O)[C@]1([H])[C@]([H])(C=C(Br)Br)C1(C)C)(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1
9535,NC(=O)CN1CC(O)CC1=O
9536,CCC(=O)[C@@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@]12C
9537,[O-][N+](=O)C1=C(Cl)C=CC=C1C1=CNC=C1Cl
9538,NC(=N)NCC1CCCCCCN1
9539,CCOC(=O)C1(CCN(CCC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1
9540,C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CCC1=CC=CC=C1
9541,ClC1=CC=C(NC(=N)NC(=N)N2CCN(CC2)C(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
9542,CC(C)CCOC1=CC=C(NC(=S)NC2=CC=C(OCCC(C)C)C=C2)C=C1
9543,CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12
9544,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@@H](C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(F)(F)F
9545,CC1=NC2=CC=CC=C2N1CC1=CC=C(Cl)C=C1
9546,[Ca++].NC(N)=O.CC(=O)OC1=CC=CC=C1C([O-])=O.CC(=O)OC1=CC=CC=C1C([O-])=O
9547,ClC1=CC2=C(C=C1)C(=O)NS2
9548,CC1=C(CC2=NCCN2)C2=CC=CC=C2S1
9549,O.[Na+].CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H](NC(C)=O)C=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC
9550,[H][C@]1(CCN1C(=O)[C@H](NCC(O)=O)C1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N
9551,NS(=O)(=O)C1=C(Cl)C=C2CN(C3CCCCC3)C(=O)C2=C1
9552,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C1=CC=CC=C1
9553,CCN(CC)CCCOC(=O)C1(C[C@@H]2CC[C@H]1C2)C1=CC=CC=C1
9554,[K+].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O
9555,OCOC(=O)[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]3[C@H](O)[C@@H](O)[C@@H](O[C@@H]4[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]4C(=O)OCO)O[C@@H]3C(=O)OCO)O[C@@H]2C(=O)OCO)[C@H](O)[C@@H](O)[C@H]1O
9556,C[75Se]C[C@@H]1C[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]2C2=C1C[C@@H](O)CC2
9557,CCOC1=CC=C2NC(SCCN3CCOCC3)=NC2=C1
9558,CNC(C)CC1=CC=CC=C1OC
9559,CC(C)(C)NCC(O)C1=CC(NC(N)=O)=C(O)C=C1
9560,O.[OH-].[OH-].[Al+3].NCC([O-])=O
9561,CCN1C=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12
9562,CCOC(=O)C1=CC=C(O)C=C1
9563,CCCCC1C(=O)NN(C1=O)C1=CC=CC=C1
9564,C[N+](C)(C)CCOC(CC1=CC=CC=C1)C1=CC=CC=C1
9565,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=CC=C(OC)C=C45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1
9566,CCCOC(=O)C1=C(O)C(O)=C(S1)C(=O)OCCC
9567,CCCCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O
9568,CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CN(C)C)C=C1
9569,CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
9570,[O-][N+](=O)OCCN(CCO[N+]([O-])=O)CCN(CCO[N+]([O-])=O)CCO[N+]([O-])=O
9571,CCN1CCN(C(=O)N[C@H]([C@H](C)O)C(=O)N[C@@]2(OC)[C@H]3SCC(CSC4=NN=NN4C)=C(N3C2=O)C(O)=O)C(=O)C1=O
9572,[Fe++].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O
9573,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4C[C@](C)(CC[C@]4(C)CC[C@@]32C)C(O)=O)C1(C)C
9574,CN1C(=O)C(=N/NC(N)=S)C2=C1C=CC=C2
9575,OC(CCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
9576,[H]C(N1CCN(C)CC1)=C1\N=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(=C3)N(=O)=O)N2C1=O
9577,CC1=CC(=O)NC(=S)N1
9578,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN(CC)CC)C=C1
9579,[H][C@@]12C[C@@]3([H])C(C[N@+]1(CC=C)CC[C@@]21C2=C(C=CC=C2)N2C=C4/[C@]5([H])N(C=C3/[C@@]12[H])C1=C(C=CC=C1)[C@@]51CC[N@@+]2(CC=C)CC(=CCO)[C@]4([H])C[C@@]12[H])=CCO
9580,CC(C)N1C(=O)N=C(C2=CC=CC=C2)C2=CC=C(C)C=C12
9581,NC(CO)(CO)CO.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O[Al](O)O
9582,CC[C@@H]1[C@@H](O)N2[C@H]3C[C@]45[C@H](OC(=O)CCl)[C@H]3[C@H]1C[C@H]2[C@@H]4N(C)C1=CC=CC=C51
9583,CCCCN(CCN(CC)CC)C(=O)C1=C2C=CC=CC2=CC=C1
9584,CC(C)N1CCC(CC1)N(C(=O)CC1=CC=CC=C1)C1=CC=C(Cl)C=C1
9585,O.[O--].[O--].[O--].[Al+3].[Al+3].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O
9586,CCN(CC)C(=O)C1=CN=CC=C1
9587,ClC1=CC(Cl)=C2C(N3C=CN=C3)C3=CC=CC=C3CCC2=C1
9588,CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1
9589,O=C(NC1=NC=C(S1)N(=O)=O)C1=CC=CS1
9590,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(CC)OC1=CC=CC=C1)C(O)=O
9591,[O-][N+](=O)C1=CN=C(S1)N1CCNC1=O
9592,NC(=O)OC1(CC#C)CCCCC1
9593,NS(=O)(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
9594,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CC(C=O)=C4C=C(CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C)OCCCl
9595,COC1=CC=CC=C1N1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
9596,[I-].C[N+]1(CCC(O)(C2=CC=CS2)C2=CC=CC=C2)CCOCC1
9597,[H][C@]12SCC(C[N+]3=C4C=CC=NN4C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)C1=NSC(N)=N1)C([O-])=O
9598,NC1=C2CCCC2=NC2=C1CCCC2
9599,C1COCCN1
9600,CN1CCCN=C1C=CC1=CC=CC(O)=C1
9601,S=C1SCN(CC2=CC=CC=C2)CN1CC1=CC=CC=C1
9602,CC(N(C)C)C(=O)N1C2=CC=CC=C2SC2=CC=CC=C12
9603,[H][C@]1(N)C[C@@]([H])(N)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(N)[C@@]2([H])O)[C@@]([H])(O)[C@]1([H])O[C@@]1([H])O[C@]([H])(CN)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])N
9604,OC(=O)CN1C2=CC=CC=C2C(=O)C2=CC=CC=C12
9605,CC1=CC=C(C=C1N)S(=O)(=O)NC(=O)NC1CCCCC1
9606,ClC1=CC2=C(CCC3=CC=CC=C3N2CCCN2CCC3(CC2)N2CCCCC2NC3=O)C=C1
9607,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O
9608,O=C(OCCN1CCCCC1)C1(CCCCC1)C1CCCCC1
9609,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1
9610,NC(=O)N\N=C1C=CC2=CC=CC=C2C1=O
9611,CCCCN(CCCC)CCNC1=NC(=NO1)C1=CC=CC=C1
9612,[H][C@]12SCC(C[N+]3=C4CCCC4=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)C1=CSC(N)=N1)C([O-])=O
9613,CCCCC1=CC2=CC=CC=C2C(OCCN(C)C)=N1
9614,CC(N1C=CN=C1)=C(\OCCOC1=CC=C(Cl)C=C1)C1=C(Cl)C=C(Cl)C=C1
9615,C[C@]12CC[C@H]3[C@@H](CC=C4C=C(CC[C@H]34)OC3CCCC3)[C@@H]1CC[C@@]2(O)C#C
9616,COC(C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)C1=CC=C(Cl)C(Cl)=C1
9617,CC(CCN1CCN(CC1)C1=CC=C(F)C=C1)NC(=O)C1=CN=CC=C1
9618,CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@H]2C(CCC[C@]12C)=CC=C1C[C@@H](O)C[C@H](O)C1=C
9619,C=COC=C
9620,C[C@H]1O[C@H](C[C@H](OC(C)=O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C
9621,COC1=CC(C[C@@H]2NCCC3=CC(O)=C(O)C=C23)=CC(OC)=C1OC
9622,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](C3=CC=CC=C3)S(O)(=O)=O)C(=O)N2[C@H]1C(O)=O
9623,CN(CCCCCCN(C)C(=O)OC1=C[N+](C)=CC=C1)C(=O)OC1=C[N+](C)=CC=C1
9624,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCC1)C1=CC=CS1
9625,OC1=CC=C(Br)C=C1C(=O)NC1=CC=C(Cl)C=C1
9626,NC(=N)NN=C1C=CC(C=C1)=NNC(N)=S
9627,[Fe++].[O-]C([O-])=O
9628,NC(=S)NS(=O)(=O)C1=CC=C(N)C=C1
9629,CNC(=O)CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
9630,[I-].CC[N+](C)(CC)CCSC1=NC2=CC=CC=C2N=C(C1)C1=CC=C(SC2=CC=CC=C2)C=C1
9631,[H][C@@](C)(N)CC1=CC(O)=CC=C1
9632,[Cl-].[Cl-].CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C[N+](C)(C)CCCCCCCCCC[N+](C)(C)CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C
9633,[Na+].[Na+].[O-]C(=O)C1=C(C=CC=C1)C1=C2C=C(Br)C(=O)C(Br)=C2OC2=C1C=C(Br)C([O-])=C2Br
9634,[Na+].[Na+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O
9635,NS(=O)(=O)C1=C(Cl)C=C2NC(NC(=O)C2=C1)C1=CC=CC=C1
9636,C[C@@H]1C[C@H](CC(C)(C)C1)OC(=O)C1=CC=CN=C1
9637,[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)C=C(C)[C@]4(C)[C@@]3([H])CC[C@]12C
9638,CCOC1=C(OCC)C(OCC)=C(N)C2=C1C(OC2=O)C1N(C)CCC2=CC3=C(OCO3)C(OC)=C12
9639,CCOC(=S)SSC(=S)OCC
9640,OC(C1CN2CCC1CC2)(C1=CC=CC=C1)C1=CC=CC=C1
9641,CC1=CC(O)=C(C=C1C)[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C
9642,COC1=CC(=CC(OC)=C1OC)C(=O)OCCCN1CCCN(CCCOC(=O)C2=CC(OC)=C(OC)C(OC)=C2)CC1
9643,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC
9644,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C
9645,CC[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)C1=C2C=C(OC)C=CC2=NC=C1
9646,O=N(=O)OCCN(CCON(=O)=O)CCON(=O)=O
9647,C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1
9648,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1
9649,CC(C(O)=O)C1=CC(Cl)=C(C=C1)N1CC=CC1
9650,C[N+](C)(C)NCCC([O-])=O
9651,CSCC1CN(\N=CC2=CC=C(O2)[N+]([O-])=O)C(=O)O1
9652,CC(CC(C1=CC=CC=C1)C1=CC=CC=C1)NC(C)(C)C
9653,NC(=N)NS(=O)(=O)C1=CC=C(N)C=C1
9654,C=CCN1CC2=CC=CC=C2C2=CC=CC=C2C1
9655,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
9656,CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1
9657,OCN1C(=O)CN(\N=CC2=CC=C(O2)[N+]([O-])=O)C1=O
9658,CCC(C(=O)OCCOCCN(CC)CC)C1=CC=CC=C1
9659,O[Sb](=O)=O.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
9660,CCC(C)(O)C#C
9661,CC(C)C1=CC=CC=C1OCC1=NCCN1
9662,CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1
9663,CCN(CC)CCNC(C(=O)OCCC(C)C)C1=CC=CC=C1
9664,[H][C@]12SC(C)(C)[C@@]([H])(N1C(=O)[C@@]2([H])NC(=O)CC1=CC=CC=C1)C(=O)OCOC(C)=O
9665,CCC1(C)CC(=O)NC(=O)C1
9666,OC(=O)C1=C(I)C(NC(=O)COCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I
9667,O.O.[Na+].[Na+].[Na+].[Au+].[O-]S([S-])(=O)=O.[O-]S([S-])(=O)=O
9668,CCN1C=C(C(O)=O)C(=O)C2=CN=C(N=C12)N1CCCC1
9669,[Br-].[Br-].CC1=C(N(\N=N\N2C3=CC=CC=[N+]3C(C)=C2C2=CC=CC=C2)C2=CC=CC=[N+]12)C1=CC=CC=C1
9670,OCCN(CCO)CCO
9671,OC(=O)C1CSC(N1)C(O)=O.N[C@@H](CCCNC(N)=N)C(O)=O
9672,O.O.[Mg++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O
9673,O\N=CC1=CC=[N+](COC[N+]2=CC=C(C=N\O)C=C2)C=C1
